iter	Logloss
0	0.662086304
5	0.5854367769
10	0.5459443323
15	0.5108630631
20	0.4910164407
25	0.4739978287
30	0.4652512004
35	0.4586816093
40	0.4483888531
45	0.4407351723
50	0.4370798194
55	0.4353927525
60	0.4310870446
65	0.4287335141
70	0.4236898638
75	0.4216215486
80	0.4182510814
85	0.4145870769
90	0.4141662371
