iter	Passed	Remaining
0	413	413064
1	463	231480
2	557	185274
3	619	154374
4	667	132790
5	1091	180814
6	1508	214054
7	1555	192874
8	1606	176899
9	2026	200661
10	2081	187176
11	2150	177055
12	2249	170774
13	2707	190658
14	3161	207636
15	3208	197323
16	3627	209776
17	4054	221214
18	4479	231275
19	4905	240382
20	5334	248666
21	5381	239220
22	5803	246543
23	5851	237946
24	6272	244617
25	6693	250741
26	7118	256529
27	7160	248579
28	7196	240959
29	7245	234258
30	7394	231126
31	7814	236393
32	8220	240891
33	8645	245623
34	8711	240187
35	8762	234636
36	8808	229262
37	9228	233626
38	9377	231079
39	9797	235145
40	10217	238995
41	10639	242688
42	10681	237719
43	10773	234078
44	11193	237553
45	11286	234063
46	11325	229637
47	11366	225434
48	11786	228748
49	12206	231920
50	12353	229878
51	12774	232892
52	13190	235690
53	13335	233617
54	13371	229751
55	13790	232463
56	14211	235109
57	14635	237703
58	15054	240110
59	15491	242703
60	15918	245043
61	16343	247260
62	16815	250097
63	17233	252036
64	17285	248642
65	17706	250577
66	18119	252322
67	18539	254097
68	18686	252127
69	18729	248829
70	19148	250554
71	19566	252195
72	19989	253842
73	20406	255355
74	20451	252238
75	20705	251731
76	21126	253238
77	21540	254618
78	21687	252832
79	22102	254183
80	22151	251322
81	22191	248437
82	22444	247976
83	22494	245292
84	22913	246659
85	23168	246228
86	23260	244098
87	23678	245399
88	23771	243319
89	24188	244567
90	24225	241985
91	24315	239981
92	24376	237738
93	24788	238915
94	25208	240141
95	25632	241371
96	26045	242463
97	26301	242081
98	26716	243146
99	27130	244175
100	27563	245341
101	27598	242979
102	28015	243979
103	28431	244948
104	28465	242632
105	28878	243562
106	29139	243195
107	29569	244220
108	29604	241999
109	30026	242943
110	30064	240788
111	30114	238763
112	30539	239720
113	30600	237825
114	30636	235765
115	30678	233791
